"last_recorded_age","birth_year","animal_id","datetime","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted"
5.0,2011.0,"A640424",4/28/15 7:01 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pointer Mix","White/Black","false"
5.0,2011.0,"A640424",4/28/15 7:01 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pointer Mix","White/Black","false"
4.0,2011.0,"A640424",4/28/15 7:01 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pointer Mix","White/Black","false"
4.0,2011.0,"A640424",4/28/15 7:01 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pointer Mix","White/Black","false"
2.0,2012.0,"A640464",8/11/14 1:29 PM,"Springdale And Breeds Hill in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",8/11/14 1:29 PM,"Springdale And Breeds Hill in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",8/11/14 1:29 PM,"Springdale And Breeds Hill in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",6/23/14 1:34 PM,"9100 Block Magna Carta Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",6/23/14 1:34 PM,"9100 Block Magna Carta Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",6/23/14 1:34 PM,"9100 Block Magna Carta Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",5/13/14 2:46 PM,"4310 Virginia Dare in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",5/13/14 2:46 PM,"4310 Virginia Dare in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
2.0,2012.0,"A640464",5/13/14 2:46 PM,"4310 Virginia Dare in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog","Red/White","false"
4.0,2013.0,"A640489",3/18/17 9:02 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Siamese Mix","Lynx Point","false"
2.0,2013.0,"A640500",6/15/15 3:24 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black/White","false"
3.0,2011.0,"A640511",9/14/14 4:29 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","American Foxhound Mix","White/Brown","false"
4.0,2010.0,"A640516",12/9/13 1:38 PM,"1900 Gracy Farms in Austin (TX)","Stray","Normal","Dog","Neutered","Male","American Bulldog","White/Brown Tiger","true"
5.0,2012.0,"A640517",3/6/17 3:11 PM,"4710 E 5Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Black","false"
5.0,2012.0,"A640517",3/6/17 3:11 PM,"4710 E 5Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Black","false"
5.0,2012.0,"A640517",1/18/17 12:02 PM,"411 Tillery Street in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Black","false"
5.0,2012.0,"A640517",1/18/17 12:02 PM,"411 Tillery Street in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Black","false"
0.0,2014.0,"A640537",5/30/14 4:38 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/White","true"
2.0,2012.0,"A640538",3/1/14 5:50 PM,"Fm 1625  And Fm 1327 in Creedmoor (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Buff","false"
3.0,2011.0,"A640562",5/7/14 8:03 PM,"9602 Capitol View Dr in Travis (TX)","Public Assist","Normal","Dog","Intact","Male","Pit Bull Mix","Blue/White","false"
7.0,2008.0,"A640583",1/26/15 4:22 PM,"2100 Rio Grande in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Blue","false"
2.0,2012.0,"A640613",8/28/14 1:23 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Orange Tabby","true"
3.0,2010.0,"A640624",11/8/13 6:49 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Australian Cattle Dog","Black/White","false"
2.0,2011.0,"A640636",11/5/13 3:45 PM,"11401 Century Oaks Terr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2010.0,"A640655",4/16/14 4:50 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Miniature Schnauzer/Miniature Poodle","White","false"
0.0,2014.0,"A640710",7/23/14 5:22 PM,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Blue Lacy","Blue/White","true"
0.0,2014.0,"A640710",7/23/14 5:22 PM,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Blue Lacy","Blue/White","false"
0.0,2014.0,"A640710",8/20/14 4:07 PM,"1823 Fortview Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Blue Lacy","Blue/White","true"
0.0,2014.0,"A640710",8/20/14 4:07 PM,"1823 Fortview Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Blue Lacy","Blue/White","false"
2.0,2012.0,"A640739",7/21/14 2:44 PM,"Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Brown/White","false"
10.0,2007.0,"A640749",1/30/17 3:34 PM,"1005 W Stassney Lane in Austin (TX)","Stray","Sick","Cat","Neutered","Male","Siamese Mix","Blue Point","false"
4.0,2010.0,"A640768",5/14/16 3:28 PM,"4702 Dove Springs Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","false"
6.0,2010.0,"A640768",5/14/16 3:28 PM,"4702 Dove Springs Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","true"
5.0,2009.0,"A640768",12/3/14 6:57 PM,"Childress Dr And Marlborough Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Blue/White","false"
7.0,2009.0,"A640768",12/3/14 6:57 PM,"Childress Dr And Marlborough Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Blue/White","true"
4.0,2011.0,"A640771",8/29/15 5:36 PM,"Cesar Chavez And San Saba in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Brown","false"
0.0,2014.0,"A640778",1/7/14 2:49 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","White","false"
3.0,2014.0,"A640778",1/7/14 2:49 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","White","true"
1.0,2013.0,"A640778",1/20/17 3:32 PM,"Karen Ave And Arroyo Seco in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","White","false"
4.0,2013.0,"A640778",1/20/17 3:32 PM,"Karen Ave And Arroyo Seco in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","White","true"
2.0,2012.0,"A640789",1/17/14 7:19 PM,"8220 Sh 71 in Travis (TX)","Public Assist","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black","false"
2.0,2012.0,"A640790",1/22/14 7:19 PM,"8220 Sh 71 in Travis (TX)","Public Assist","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
0.0,2014.0,"A640804",2/12/14 12:30 PM,"1100 Ballybunion Place in Travis (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby","true"
8.0,2008.0,"A640810",1/15/16 12:52 PM,"Travis (TX)","Public Assist","Normal","Dog","Neutered","Female","Chihuahua Shorthair/Dachshund","Black/Tan","false"
2.0,2012.0,"A640924",7/15/14 1:22 PM,"602 Montopolis in Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Pit Bull","Brown/White","false"
14.0,1999.0,"A640955",10/27/13 3:12 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown Brindle/White","false"
5.0,2011.0,"A640969",10/12/16 11:36 AM,"5710 E Mlk Jr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Tan/White","false"
2.0,2013.0,"A640993",2/9/15 1:43 PM,"7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Medium Hair Mix","Blue Tabby","false"
4.0,2011.0,"A641036",4/28/15 5:33 PM,"2100 Conestoga in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","false"
4.0,2011.0,"A641036",4/28/15 5:33 PM,"2100 Conestoga in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","false"
4.0,2011.0,"A641036",3/15/15 7:48 AM,"904 Sirocco Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","false"
4.0,2011.0,"A641036",3/15/15 7:48 AM,"904 Sirocco Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","false"
3.0,2011.0,"A641048",10/2/14 4:05 PM,"124 W Anderson in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black","false"
3.0,2012.0,"A641103",12/26/15 3:18 PM,"4600 Nuclols Crossing in Austin (TX)","Stray","Normal","Dog","Intact","Male","Siberian Husky","Black/White","false"
2.0,2013.0,"A641114",6/27/15 3:06 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Dachshund Wirehair Mix","White/Tan","true"
4.0,2013.0,"A641116",2/27/17 4:00 PM,"124 W Anderson Ln in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Black","true"
4.0,2013.0,"A641116",2/27/17 4:00 PM,"124 W Anderson Ln in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Black","true"
4.0,2013.0,"A641116",3/10/17 12:13 PM,"Williamson (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Black","true"
4.0,2013.0,"A641116",3/10/17 12:13 PM,"Williamson (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Black","true"
4.0,2013.0,"A641116",4/7/17 3:06 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Black","true"
4.0,2013.0,"A641116",4/7/17 3:06 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Black","true"
2.0,2011.0,"A641215",10/14/13 3:32 PM,"5803 Nuckols Crossing in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Black","false"
3.0,2010.0,"A641222",10/6/13 3:16 PM,"Hyde Park in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Black","true"
7.0,2007.0,"A641238",12/22/13 4:09 PM,"4017 Victory Dr in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Pit Bull/Labrador Retriever","Tan/White","true"
2.0,2012.0,"A641250",11/29/14 7:12 AM,"Turtle Rock Rd in Austin (TX)","Stray","Injured","Cat","Neutered","Male","Domestic Longhair Mix","Brown Tabby","false"
4.0,2012.0,"A641310",8/27/16 4:27 PM,"8220 Tx-71 in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","true"
3.0,2010.0,"A641317",10/16/13 1:11 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Collie Smooth/Golden Retriever","Red/White","false"
7.0,2008.0,"A641346",11/11/15 12:17 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Doberman Pinsch","Chocolate","false"
8.0,2007.0,"A641381",2/12/15 3:43 PM,"13016 Tantivy Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown","false"
3.0,2011.0,"A641459",12/23/13 11:48 AM,"Goforth Rd in Travis (TX)","Stray","Normal","Dog","Neutered","Female","German Shepherd Mix","Brown/Black","true"
6.0,2009.0,"A641471",10/20/15 8:24 AM,"W Slaughter Ln & Brodie Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Brown Brindle","false"
3.0,2012.0,"A641494",9/12/15 12:11 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Miniature Poodle Mix","White","false"
2.0,2012.0,"A641514",2/6/14 11:02 AM,"Montopolis Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Siberian Husky Mix","Black/White","true"
3.0,2012.0,"A641520",1/21/15 10:55 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Whippet Mix","Fawn","true"
3.0,2012.0,"A641520",1/21/15 10:55 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Whippet Mix","Fawn","true"
3.0,2012.0,"A641520",5/16/15 4:58 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Whippet Mix","Fawn","true"
3.0,2012.0,"A641520",5/16/15 4:58 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Whippet Mix","Fawn","true"
5.0,2011.0,"A641563",3/23/16 7:29 AM,"1620 Riverside Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Red Tick","false"
5.0,2010.0,"A641582",12/18/14 5:09 PM,"1712 E 11Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Brown Brindle","false"
4.0,2010.0,"A641582",12/18/14 5:09 PM,"1712 E 11Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Brown Brindle","false"
4.0,2011.0,"A641582",4/28/15 10:55 AM,"E Martin Luther King Jr Blvd & Chicon St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Brown Brindle","false"
3.0,2011.0,"A641582",4/28/15 10:55 AM,"E Martin Luther King Jr Blvd & Chicon St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Brown Brindle","false"
7.0,2009.0,"A641632",3/3/16 1:14 PM,"1903 S L Davis in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","White/Tan","false"
2.0,2013.0,"A641640",5/31/15 3:40 PM,"Leander (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Blue Tabby/White","false"
4.0,2009.0,"A641748",10/15/13 11:19 AM,"E Cesar Chavez/Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2009.0,"A641748",10/15/13 11:19 AM,"E Cesar Chavez/Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
5.0,2009.0,"A641748",10/15/13 11:19 AM,"E Cesar Chavez/Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2009.0,"A641748",4/19/14 11:37 AM,"Cesar Chavez & Chicon in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2009.0,"A641748",4/19/14 11:37 AM,"Cesar Chavez & Chicon in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
5.0,2009.0,"A641748",4/19/14 11:37 AM,"Cesar Chavez & Chicon in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2009.0,"A641748",10/13/13 2:06 PM,"E Cesar Chavez St/Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2009.0,"A641748",10/13/13 2:06 PM,"E Cesar Chavez St/Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
5.0,2009.0,"A641748",10/13/13 2:06 PM,"E Cesar Chavez St/Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Black/Tan","false"
4.0,2012.0,"A641779",7/14/16 10:55 PM,"5006 Heflin Lane in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Black","false"
4.0,2012.0,"A641779",7/14/16 10:55 PM,"5006 Heflin Lane in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Black","false"
4.0,2012.0,"A641779",5/1/16 5:47 PM,"Elmont And Town Lake Circle in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Black","false"
4.0,2012.0,"A641779",5/1/16 5:47 PM,"Elmont And Town Lake Circle in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Black","false"
3.0,2012.0,"A641781",7/14/15 3:06 PM,"9325 N Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Pointer","Chocolate/White","true"
5.0,2009.0,"A641795",6/9/15 12:55 PM,"Mossycup Ln And Delta Post in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Poodle Mix","White","false"
6.0,2009.0,"A641795",6/9/15 12:55 PM,"Mossycup Ln And Delta Post in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Poodle Mix","White","true"
5.0,2009.0,"A641795",6/25/14 6:19 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Miniature Poodle Mix","White","false"
6.0,2009.0,"A641795",6/25/14 6:19 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Miniature Poodle Mix","White","true"
0.0,2013.0,"A641842",11/15/13 4:26 PM,"Grizelda/Powell in Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Yellow/White","true"
4.0,2009.0,"A641846",12/29/13 1:30 PM,"Davis Ln & Slaughter Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Border Collie","Brown","false"
0.0,2014.0,"A641881",2/11/14 1:03 PM,"1700 Teri Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Yellow","false"
9.0,2005.0,"A641887",5/13/14 11:56 AM,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
3.0,2011.0,"A641890",4/5/14 4:07 PM,"10801 Hokanson Ct in Travis (TX)","Public Assist","Normal","Dog","Neutered","Female","Pit Bull Mix","Blue/White","false"
3.0,2011.0,"A641891",4/5/14 4:07 PM,"10801 Hokanson Ct in Travis (TX)","Public Assist","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","false"
6.0,2009.0,"A641941",5/12/15 2:50 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black/White","false"
7.0,2008.0,"A641952",6/29/15 2:01 PM,"2101 Teri Rd in Austin (TX)","Stray","Normal","Dog","Intact","Female","Rottweiler","Black/Brown","false"
5.0,2009.0,"A642002",8/1/14 3:01 PM,"Whipple Tree Way in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pomeranian Mix","White/Black","false"
2.0,2012.0,"A642023",4/28/14 7:11 PM,"3400 North Hill in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pbgv Mix","White/Tan","false"
8.0,2008.0,"A642027",7/2/16 3:05 PM,"1200 Montopolis Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown/White","false"
7.0,2008.0,"A642027",7/2/16 3:05 PM,"1200 Montopolis Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown/White","false"
8.0,2008.0,"A642027",3/20/15 10:53 AM,"5700 Gloucester Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown/White","false"
7.0,2008.0,"A642027",3/20/15 10:53 AM,"5700 Gloucester Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown/White","false"
8.0,2008.0,"A642091",8/22/16 11:38 AM,"7201 Levander Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair/Italian Greyhound","Brown/White","true"
3.0,2011.0,"A642176",6/29/14 12:47 PM,"Metric/183 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","Brown/White","true"
3.0,2011.0,"A642176",6/29/14 12:47 PM,"Metric/183 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","Brown/White","false"
2.0,2012.0,"A642176",3/31/14 11:13 AM,"Research Blvd And Westgate Hills in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","Brown/White","true"
2.0,2012.0,"A642176",3/31/14 11:13 AM,"Research Blvd And Westgate Hills in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier Mix","Brown/White","false"
8.0,2007.0,"A642185",8/11/15 4:50 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Standard Poodle/Labrador Retriever","Chocolate","false"
0.0,2014.0,"A642201",4/15/14 6:07 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Orange Tabby","true"
4.0,2011.0,"A642225",9/14/14 11:19 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Catahoula/Boxer","Black/White","true"
4.0,2012.0,"A642227",8/22/16 11:12 AM,"7201 Levander Loop in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Tan/White","true"
10.0,2007.0,"A642264",2/25/17 4:34 PM,"3209 S. Ih-35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Brown","false"
4.0,2012.0,"A642312",9/2/16 12:58 PM,"2159 S Lamar Blvd in Austin (TX)","Stray","Injured","Dog","Neutered","Male","Pit Bull Mix","Tan/White","false"
10.0,2005.0,"A642317",8/24/15 6:13 PM,"Blossom Bell And Jordan Lane in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tricolor","false"
3.0,2011.0,"A642325",4/12/14 1:02 PM,"Del Valle (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd/Doberman Pinsch","Chocolate/Tan","true"
6.0,2008.0,"A642377",3/25/14 4:57 PM,"2202 Galway St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Rottweiler","Black/Red","false"
0.0,2014.0,"A642379",3/25/14 4:57 PM,"2202 Galway St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rottweiler Mix","Black/Red","true"
3.0,2013.0,"A642394",5/4/16 4:41 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Blue Tabby","true"
15.0,1999.0,"A642415",6/18/14 5:31 PM,"1015 Norwood Park Blvd in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","false"
12.0,2001.0,"A642416",10/27/13 3:12 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Gray/White","false"
6.0,2009.0,"A642547",6/13/15 3:01 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Yorkshire Terrier Mix","Brown","false"
3.0,2012.0,"A642590",5/24/15 5:01 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Beagle Mix","Brown/White","true"
3.0,2012.0,"A642590",5/24/15 5:01 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Beagle Mix","Brown/White","true"
3.0,2012.0,"A642590",4/23/15 12:36 PM,"1619 E 4Th St in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Beagle Mix","Brown/White","true"
3.0,2012.0,"A642590",4/23/15 12:36 PM,"1619 E 4Th St in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Beagle Mix","Brown/White","true"
3.0,2012.0,"A642622",11/21/15 11:01 AM,"N Lamar Blvd And Payton Gin Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Poodle/Lhasa Apso","Tan","false"
3.0,2012.0,"A642622",11/21/15 11:01 AM,"N Lamar Blvd And Payton Gin Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Poodle/Lhasa Apso","Tan","false"
4.0,2011.0,"A642622",12/30/15 12:56 PM,"7401 N Lamar in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Poodle/Lhasa Apso","Tan","false"
4.0,2011.0,"A642622",12/30/15 12:56 PM,"7401 N Lamar in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Poodle/Lhasa Apso","Tan","false"
2.0,2013.0,"A642665",8/30/15 1:44 PM,"Manor (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico","false"
2.0,2011.0,"A642671",11/23/13 12:27 PM,"Hwy 183  And Lamar  Blvd in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Medium Hair Mix","Tortie","false"
3.0,2011.0,"A642692",12/12/14 1:14 PM,"Roberte Lee/Barton Springs in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2011.0,"A642692",12/12/14 1:14 PM,"Roberte Lee/Barton Springs in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
4.0,2011.0,"A642692",12/12/14 1:14 PM,"Roberte Lee/Barton Springs in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2011.0,"A642692",12/12/14 1:14 PM,"Roberte Lee/Barton Springs in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
6.0,2011.0,"A642692",12/12/14 1:14 PM,"Roberte Lee/Barton Springs in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",1/23/14 5:09 PM,"2501 Wickersham in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",1/23/14 5:09 PM,"2501 Wickersham in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2012.0,"A642692",1/23/14 5:09 PM,"2501 Wickersham in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
2.0,2012.0,"A642692",1/23/14 5:09 PM,"2501 Wickersham in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
5.0,2012.0,"A642692",1/23/14 5:09 PM,"2501 Wickersham in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2011.0,"A642692",12/5/14 2:06 PM,"2214 William Barton in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
3.0,2011.0,"A642692",12/5/14 2:06 PM,"2214 William Barton in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Anatol Shepherd Mix","Tricolor","false"
